rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code
pull_request_commit,33,eneim,Toro,eneim,2016-02-19 02:16:21+00:00,Update gradle plugin version to beta 5,89f5d28173424a4a55540ec925293776d2a0532d,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-01 13:25:28+00:00,Update dependencies,d6f4bc8e97cb12a59410a09fa9b92503dc6d8b7a,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-01 14:37:11+00:00,dynamic version name,86b2a420c0338968c95cb96d3cb06a2f92aa67bc,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-01 14:37:33+00:00,Various fixes around playback cycle,cc07e860c448f449fd98e1e812c9d8d49cdfce6f,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-01 14:57:43+00:00,Minor fix,720f3ba336bb2b8e84d8aeb923e771d7a634d85c,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-02 06:30:31+00:00,"Merge pull request #16 from eneim/fix/playback-cycle

Fix/playback cycle",9fa2ab66f258f0b99d7c706b96456520d739bcef,,api.github.com,,false,[],"[{""raw"": ""#16"", ""refstyle"": ""#d"", ""parts"": [""eneim"", ""Toro"", ""16"", """"]}]",[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-02 13:31:22+00:00,Update to 1.2,04daed01951cdbe908d36767842f1e909c01aa7b,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-03 01:47:47+00:00,Support loop playback,a3ddca61436f7c40e8fdfb2f3cab686380eb7e3a,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-03 03:01:11+00:00,Update sample videos,77b42fa21881e6c260c21c530b6da5e8a173d44a,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,eneim,2016-03-03 07:16:36+00:00,Update local IDE setting. Update local sample videos,d399942b117d2a97b2eb759fcc8c45bef256c912,,api.github.com,,false,[],[],[],[]
pull_request_commit,33,eneim,Toro,ravidsrk,2016-03-06 07:35:01+00:00,Added code syntax highlighting to Readme,9cd2e6b26f6f4666d905206d634f1e51f15458a7,,api.github.com,,false,[],[],[],[]
